COVID,It is good that the UK is beginning patient trials of Remdesivir for treating the coronavirus. But there is no good… https://t.co/zs1OhM067D,2
COVID,@RepFarnesworth @realDonaldTrump @Mike_Pence @foxandfriends says that CDC knew chloroquine may have an inhibitor to corona virus in 2005 lol,0
COVID,"As someone with a biomedicine degree, I found it interesting that the common malaria &amp; rheumatoid arthritis drug, H… https://t.co/Z1Wr8XWkgR",2
COVID,COVID-19: Ghana using Trump’s proposed Chloroquine for treating cases (Video) https://t.co/RQg4UO6Tzj,2
COVID,"HydroxyChloroquine and the Z-pack 

Sounds like this is the game charger. 
🙌🙌🙌💪💪💪🙏🙏🙏

#Trump2020NowMoreThanEver 

#COVIDー19 #COVID19Pandemic",2
COVID,"Why #France is hiding a cheap and tested virus cure - Asia Times 
#coronavirus #didierraoult #buzyn #inserm… https://t.co/7RG4agXKYf",2
COVID,"Analyst asks: are the #hydroxychloroquine trials using sufficient doses, loading* doses to fight #covid19 ?  https://t.co/2uANvKR8iA",0
COVID,"@Ammangisi83 @mtukatana @FredMatiangi The drug in use against COVID-19 right now is Azithromycin, which fights acut… https://t.co/03RlC5Qp1d",1
COVID,"#BolsonaroTemRazao  ‘Hydroxychloroquine is a game changer and the beginning of the end coronavirus pandemic,’ Infec… https://t.co/maaFOEk7ZF",2
COVID,"'Battlefield Medicine': NY, NJ Doctors and Patients See Anecdotal Evidence of Hydroxychloroquine Benefits in Fighti… https://t.co/y3LvYqD7ie",2
COVID,Anyone else cringing at the thoughts  of Hydroxychloroquine in many households for Covid-19 treatment #ohthecalls… https://t.co/E4HsbPzQJQ,1
COVID,"The Bureau of Prisons Just Bought a Ton of Hydroxychloroquine, Trump’s COVID-19 Miracle Drug https://t.co/TOz3EZOIu5",0
COVID,"Trump adviser Navarro clashes with Fauci on hydroxychloroquine to treat COVID-19

https://t.co/bigP9tSiRp

Read thi… https://t.co/0TtWQOtMV3",0
COVID,"""Mr. Trump himself has a small personal financial interest in Sanofi, the French drugmaker that makes Plaquenil, th… https://t.co/zzUyAUiEjb",1
COVID,Right.  @girlsreallyrule I’m sure his family went out and invested in the mutual funds right before it was found th… https://t.co/gFbXXFYdD5,2
COVID,"@tafkak @priusjames @JesseDrucker @ClaraJeffery Latest factual evidence re: hydroxychloroquine use; bottom line is,… https://t.co/Q9qHpQipFa",1
COVID,"#COVID19 #COVID19NL 

#Netherlands 🇳🇱 recorded highest no of deads in last 24h 234

Total Positive cases: 19.580+
I… https://t.co/B3VPcuv32A",2
COVID,Anyone collecting signatures from virologists who have looked at the evidence and think hydroxychloroquine will not… https://t.co/bV8KAODvck,0
COVID,"Read my Apr 7 Newsletter featuring “Detroit rep says hydroxychloroquine, Trump helped save her life amid COVID…” https://t.co/qQqU9usUWd",2
COVID,"Today I spoke with Dodge County (Wisconsin) Public Health Officer Abby Sauer. We talked election safety, FAQ's abou… https://t.co/m6kVYkSve1",0
COVID,"Read my Apr 7 Newsletter featuring “Detroit rep says hydroxychloroquine, Trump helped save her life amid COVID…” https://t.co/pGPocfbX6i",2
COVID,"Trump’s Former Lawyer Had Million-Dollar Contract With Hydroxychloroquine Maker 

https://t.co/qO1OgtSb18 via… https://t.co/UKxVzQzdPS",1
COVID,No Evidence of Rapid Antiviral Clearance or Clinical Benefit with the Combination of Hydroxychloroquine and Azithro… https://t.co/RIcxAx8YcL,1
COVID,"#China API firms lift output of #hydroxychloroquine, #paracetamol, other key drugs to meet global needs, with a maj… https://t.co/1N5PcvpzIM",0
COVID,"Also..Trump has financial interest in Sanofi, the French company that makes Plaquenil, the brand-name version of hy… https://t.co/M8UWbBUpnG",1
COVID,"@GeraldoRivera @realDonaldTrump ""At worst #Hydroxychloroquine might not work for some patients vs #Coronavirus ""

A… https://t.co/h1ZBgjML5v",1
COVID,"The one positive study for #hydroxychloroquine as treatment for COVID-19 was retracted by the publisher, Internatio… https://t.co/LaEri4r3oW",1
COVID,@TimesNow @sumanthraman Truth on #HCQ - from a global pharma major - #Sanofi Look what I shared: 5 Questions about… https://t.co/mNexaj58fA,0
COVID,"Trump has very small financial tie to hydroxychloroquine producer, Sanofi. Some of Trump's associates also have fin… https://t.co/NMO3lnkgzX",0
COVID,Hydroxychloroquine? Follow the money. there's only money in a vaccine ( it probably already exists). There's no mon… https://t.co/lOaFjhUdot,2
COVID,I have #Lupus and take #Hydroxychloroquine daily to keep my body from attacking itself. My pharmacy is out of stock… https://t.co/F4gyYvfqnA,1
COVID,@ladydashby @joanneintexas @JanetETennessee @PatrickSvitek @GovAbbott @GOP ents as available or feasible. The EUA r… https://t.co/e1hjaTy39c,0
COVID,Texas City nursing home residents with coronavirus being treated with unproven hydroxychloroquine drug… https://t.co/K4TwQn0XcZ,1
COVID,"Democrat State Rep From Michigan Says Hydroxychloroquine, President Trump, Helped Save Her Life After She Tested Po… https://t.co/eo97C2lOM5",2
COVID,"India is lifting its export ban on hydroxychloroquine after Trump threatened retaliation.  There is no bottom.
https://t.co/weFEivliUE",0
COVID,@revenenthell @realDonaldTrump Didier Raoult the best doctor all around the World for coronavirus defy the DEEP STA… https://t.co/KBBlTGXUCk,2
COVID,Some Swedish Hospitals Have Stopped Using Chloroquine to Treat COVID-19 After Reports of Severe Side Effects https://t.co/tYYoT0KhFQ,1
COVID,"US President #DonaldTrump has said ""there may be #Retaliation"" if India does not agree to #export… https://t.co/qZqmTFXmW5",0
COVID,@NembuKol Only white supermascist KKK sanghis will take hydroxychloroquine for corona epidemic when WHO has not eve… https://t.co/W8ApDiWQhA,1
COVID,"“Why Trump's press briefings are starting to feel like a hydroxychloroquine infomercial. Follow the money.

As of l… https://t.co/VOR85JMF8d",1
COVID,"This one’s for all the deranged haters howling about Trump’s financial interest in Sanofi, the maker of… https://t.co/ZJA6BQYXEF",1
COVID,@Marsha10C @revenenthell @realDonaldTrump The globalist left lies when crook doctors said chloroquine has not been… https://t.co/EpuQewAXSJ,2
COVID,"""Well, I'm Upset"" - Dr. Oz Vents After NY Governor Cuomo Shuts Down His Study on Hydroxychloroquine for Early Treat… https://t.co/yP3uvnRue7",2
COVID,[KFOX #Elpaso] Governor #Abbott discusses personal protective equipment in #Texas.Governor Greg Abbott provided an… https://t.co/EBNi8WXrSB,0
COVID,"My question has been answered — and the answer is chilling.

Trump is willing to kill citizens in order to make mon… https://t.co/Bb9MIBC03y",1
COVID,"Trump’s Aggressive Advocacy of Malaria Drug for Treating Coronavirus Divides Medical Community
""Mr. Trump himself h… https://t.co/8UJ8bSFX43",1
COVID,"From the No-Surprise Department: Trump reportedly owns a stake in a company that produces hydroxychloroquine, the a… https://t.co/70vVBhQosQ",1
COVID,"Thousands of Doctors: Yes, Hydroxychloroquine Works Against Wuhan Coronavirus https://t.co/AiKCrfSefp",2
COVID,"@realDonaldTrump @VP To summarize, Pres. Trump, most people have Covid-19 recovered on their own, &amp; those who died… https://t.co/TgAkgME4KW",2
COVID,"Trump himself has a financial stake in the French company that makes the brand-name version of hydroxychloroquine,… https://t.co/n35KcMtuaM",1
COVID,@ccdeditor @Beautyon_ It’s all Trump’s fault. If he had tried to ban chloroquine instead of praising it — the whole… https://t.co/MtMO5IhLj1,2
COVID,"Here's some morning tea: BREAKING: President Trump has a financial interest in the maker of hydroxychloroquine.

In… https://t.co/scXXRBTED3",1
COVID,"Me after watching news channel for more than 2 hours. 

#lockdown #CoronavirusPandemic
#coronavirus… https://t.co/xuQCv8Ad5t",0
COVID,"@SenatorDurbin why don't you ask for 7% cap on Hydroxychloroquine imports also?

How long hate politics?
#ILpol… https://t.co/qzp8CoCZGb",0
COVID,"President Donald Trump reportedly owns a stake in a company that produces hydroxychloroquine, the anti-malaria drug… https://t.co/nfXP4Q6IDQ",1
COVID,Does Histoglob weekly injection of Bharat Serums &amp; Vaccines Ltd provides enough immunity for 6 months to fight CORO… https://t.co/H2qplFsu6v,0
COVID,Study touting hydroxychloroquine as COVID-19 cure didn’t meet standard: Publisher https://t.co/G7khFQ76MC https://t.co/CfFCGHRytR,1
COVID,"The Bureau of Prisons Just Bought a Ton of Hydroxychloroquine, Trump’s COVID-19 Miracle Drug https://t.co/VaWfmvkjLD",0
COVID,@CNN Well I’ve been reading people are against Hydroxychloroquine use because they say Trump has a stake in it yet… https://t.co/MggUq1pWuL,0
COVID,This article from Katherine Seley-Radtke for the American Society for Biochemistry and Molecular Biology summarizes… https://t.co/QAVqaKYKNg,0
COVID,Hydroxychloroquine treatment for Covid-19 patients - OAN interview Pt. 1... https://t.co/ytbtpHbez6 via @YouTube… https://t.co/9dTevSaflq,0
COVID,"I can point to random chemicals, like Hydroxychloroquine, shrug my shoulders and say ""Maybe that'll work..."". It ha… https://t.co/OLeShKGcih",1
COVID,Hydroxychloroquine: how an unproven drug became Trump’s coronavirus 'miracle cure' https://t.co/hhzFVoZI3b,1
COVID,"Coronavirus tracker: Trump holds financial interests in chloroquine maker | FiercePharma
#Hydroxychloroquine 

⁦… https://t.co/fzA2TncrSZ",1
COVID,"Trump and associates have financial stake in potential coronavirus drug hydroxychloroquine, according to report https://t.co/eXnECehZLU",1
COVID,"Hydroxychloroquine may work against the coronavirus, but the media are refusing to acknowledge it - Washington Exam… https://t.co/Dbcr8IcsOT",2
COVID,"@angie_rasmussen 

Dear Doctor,
  My pharmacy says it will fill a script from any doctor anywhere in my country. I… https://t.co/82uC6JaYup",1
COVID,Hydroxychloroquine: The unproven 'corona drug' Trump is threatening India for https://t.co/HGnm28cFBc #COVID-19… https://t.co/PeNCfO9x84,1
COVID,"@HoustonReps A Democratic lawmaker took Hydroxychloroquine, reversed her serious Covid-19 illness and saved her lif… https://t.co/8gelRzmTb8",2
COVID,"@PhRMA #covidcure  #HydroxychloroquineAndAzithromycin #HydroxychloroquineCURES   You have a cure for COVID-19, you… https://t.co/yiSD9AVqGz",2
COVID,"@thehill President Donald Trump reportedly owns a stake in a company that produces hydroxychloroquine, the anti-mal… https://t.co/bxM2eCOo10",1
COVID,"Donald Trump Has Stake In Hydroxychloroquine Drugmaker: Report
The president has repeatedly touted the anti-malaria… https://t.co/PWKa0GhaUf",1
COVID,Use of Hydroxychloroquine and Chloroquine During the COVID-19 Pandemic | Ann Intern Med | ACP | https://t.co/LxElug8DB9,0
COVID,“The Times reports the president’s family trusts all have investments in a mutual fund whose largest holding is San… https://t.co/ZSozQAXdOm,1
COVID,"@thehill President Donald Trump reportedly owns a stake in a company that produces hydroxychloroquine, the anti-mal… https://t.co/GvdXIkMaoV",1
COVID,"1. hydroxychloroquine is not a proven medicine for Covid 19
2. If we have surplus and capacity, we will definitely… https://t.co/ABDLy6zchT",1
COVID,@TheAnujBajpai @TikTok_IN @myogiadityanath India has huge numbers of #Hydroxychloroquine so that it can serve the c… https://t.co/Y12e0b56mj,0
COVID,@kylegriffin1 You should publicly state that neither you nor anyone in your family will ever take hydroxychloroquin… https://t.co/Irc4knSbv3,1
COVID,"Democrat State Rep From Michigan Says Hydroxychloroquine, President Trump, Helped Save Her Life After She Tested Po… https://t.co/KifAgKDOV7",2
COVID,Democratic state lawmaker says Trump touting hydroxychloroquine as coronavirus treatment saved her life - TheBlaze https://t.co/LfcABl7i6g,2
COVID,@AnilKum08877230 @reaal_sachin India has huge numbers of #Hydroxychloroquine so that it can serve the country &amp; all… https://t.co/tJXTchvMzD,0
COVID,"Yeah, just take it. I mean, why mess with all the ""test tubes and the laboratories.""? That sciency stuff just gets… https://t.co/RTTB1hXWRx",1
COVID,@TheDeepak2020 @aligarhpolice @CMOfficeUP @Uppolice @digrangealigarh @RaamendraSharm3 @SarojMi86385397… https://t.co/53NxlFlN0o,0
COVID,@footdoctorkatz @KCTaz @Heidimoconnor @RepGalonski @Forbes “Scientists hope chloroquine and hydroxychloroquine ...… https://t.co/lIplV7ivc2,1
COVID,@TajinderBagga @MayankB73751025 India has huge numbers of #Hydroxychloroquine so that it can serve the country &amp; al… https://t.co/2FvQj6QHP4,0
COVID,@sachida10 @Brijendrrajput @Dikshapandey22 @netanyamishra_1 @reaal_sachin @Shubham77545566 @TPNsherni… https://t.co/d0hwuFFzm0,0
COVID,"Hindustan Times: In PM Modi’s hydroxychloroquine export order, a Covid-19 message to the world.
https://t.co/X0gc4wy0ZA

via @GoogleNews",0
COVID,"Trump holds ""financial interest"" in pharmaceutical company that produces hydroxychloroquine: NYT
Trump and his alli… https://t.co/jf7YiDdSHb",1
COVID,"My life, and that of millions of other people who depend on hydroxychloroquine to treat lupus, changed in that brie… https://t.co/DS1Oqdv5vB",1
COVID,"@DailyMail Bullshit - get your facts.. beside, if anyone get sick from that China virus, and that person don’t like… https://t.co/8WuQooBeQg",2
COVID,"@ANI Medical professionals... listen to the medical professionals. 

This mad man is profiteering off of the deaths… https://t.co/HyL7PCIQkP",1
COVID,"My life, and that of millions of other people who depend on hydroxychloroquine to treat lupus, changed in that brie… https://t.co/cZaiAlPaCe",1
COVID,I need a red capper to spin this. Why is it okay for the nepotistic crime syndicate to profit off mass casualties?… https://t.co/bjEBAsCTCv,0
COVID,Hydroxychloroquine Increases Risk of Cardiac Arrest https://t.co/KdMNCN0Bj0 via @ein_news,1
COVID,"@justingern @JamesGBledsoe1 @rhettysetgo @LindsayKelleyS See, THAT, I can agree to. Is there nuance in the recommen… https://t.co/AECwauij1d",1
COVID,QUACKchloroquine is a no no! https://t.co/4vaWKg2BIS,1
COVID,India has huge numbers of #Hydroxychloroquine so that it can serve the country &amp; all other countries which are faci… https://t.co/TVBsPL7j05,0
COVID,"My life, and that of millions of other people who depend on hydroxychloroquine to treat lupus, changed in that brie… https://t.co/JOtSbctwDu",1
COVID,"“Mr. Trump himself has a small personal financial interest in Sanofi, the French drugmaker that makes the brand-nam… https://t.co/u60sWGFWmL",1
COVID,"“Mr. Trump himself has a small personal financial interest in Sanofi, the French drugmaker that makes Plaquenil, th… https://t.co/d2INJar9if",1
COVID,@Midwesterner196 There is a difference between an emergency use order to permit the use of hydroxychloroquine and a… https://t.co/Gq4zpLFlJm,1
COVID,Especially when the full description is Hydroxychloroquine https://t.co/gw9gOxuCFY,0
COVID,"Second Detroit lawmaker gets COVID-19, touts hydroxychloroquine with saving life https://t.co/wdf2hxbLXF https://t.co/Cx9SH4rB6j",2
COVID,"Democrat State Rep From Michigan Says Hydroxychloroquine, President Trump, Helped Save Her Life After She Tested Po… https://t.co/A6hFp3qlZh",2
COVID,Stealing masks and stockpiling hydroxychloroquine — what America has become during this epidemic is deeply worrying… https://t.co/SZEFDfMFQy,0
COVID,"Democrat State Rep From Michigan Says Hydroxychloroquine, President Trump, Helped Save Her Life After She Tested Po… https://t.co/8vBg3ZpdXP",2
COVID,Chloroquine looks promising to treat Covid-19: expert https://t.co/pq45wmZBni,2
COVID,"But of course he does. Why would he be pushing it if he didn’t?
#COVID19 
#Hydroxychloroquine 
#Corruption 
https://t.co/0I5Fs3SD2J",1
COVID,"President Donald Trump reportedly owns a stake in a company that produces hydroxychloroquine, the anti-malaria drug… https://t.co/5GqWnPf3Cu",1
COVID,LA doctor: COVID-19 patients go from ‘very ill’ to ‘symptom-free’ in 8 to 12 hours using hydroxychloroquine and zinc https://t.co/xa09p63FVg,2
COVID,"Is zinc the key to successful treatment of COVID-19 with hydroxychloroquine?
https://t.co/11z3UAetSN",2
COVID,"Trump holds ""financial interest"" in pharmaceutical company that produces hydroxychloroquine: NYT
Trump and his alli… https://t.co/upZIWegejh",1
COVID,@jaketapper Americans.... Question and be Skeptical of the Media Echo Chamber Downplaying and Spreading Disinformat… https://t.co/kcNqM969XA,2
COVID,"Hydroxychloroquine: how an unproven drug became Trump’s coronavirus 'miracle cure' - [Coronavirus], Source: The Gua… https://t.co/HGARKzrzAz",1
COVID,"Under pressure of US President Trump, GoI failed to secure India's Interest ? 

Does India have enough supply of Hy… https://t.co/TMLqVZesJX",2
COVID,"BengalChemical PDU is d only Co preparing Hydroxchloroquine, a medicine could fight coronavirus, a world epidemic,… https://t.co/88iCmyCWyY",2
COVID,in the short run I should hope that hydroxychloroquine proves to be a safe and effective treatment for the disease… https://t.co/La9JmTkNDQ,0
COVID,"“ . . . Donald Trump reportedly owns a stake in a company that produces hydroxychloroquine, the anti-malaria drug h… https://t.co/jfmT8e39sy",1
COVID,Keep in mind this is a preprint RCT study on hydroxychloroquine &amp; has not yet been peer-reviewed or published. Revi… https://t.co/t6GEEHMnt3,0
COVID,"Dear Kiani
Please motivate your mamu and tell him that he will be fine very soon.
if Doctors allow please ask them… https://t.co/3v0KVcAYWh",2
COVID,@Matapatira12 @MwanaWachihera @munaashe @MateteYoung @nickmangwana @Matapatira12 Chloroquine is said go be reacting… https://t.co/NAVgUyhDWo,1
COVID,"@CDC Go 1 further, Save Lives-Put the US on the world map. Use Hydroxychloroquine as a prophylactic in all health c… https://t.co/xF54871gM8",2
COVID,"Michigan Democrat Governor Asks Feds for Hydroxychloroquine to Treat Coronavirus, Four Days After Banning Use…… https://t.co/8YocUFrQrn",2
COVID,"I just published Hydroxychloroquine and COVID-19: hype and hyperbole, or highway to a cure? https://t.co/jfC831Frp9",0
COVID,"Michigan Democrat Governor Asks Feds for Hydroxychloroquine to Treat Coronavirus, Four Days After Banning Use… https://t.co/tGmZpjBjAH",2
COVID,"Well My! My! My! Michigan Democrat Governor Asks Feds for Hydroxychloroquine to Treat Coronavirus, Four Days After… https://t.co/YOzVDzPkVU",2
COVID,@FLOTUS @VP For Malaria: Hydroxychloroquine is taken 4 Many Days B4 Arriving in Endemic Area; NOT 4 #Covid-19 @25ccm @CDCDirector @NBC,0
COVID,"It's rather hard to interpret that case.
He survived COVID-19 without severe pneumonia thanks to hydroxychloroquine… https://t.co/5quEyMRwFs",2
COVID,"Dr. Vladimir Zelenko has now treated 699 coronavirus patients with 100% success using Hydroxychloroquine Sulfate, Z… https://t.co/gRG091mx79",2
COVID,Trivia from a toxicology friend: what’s the treatment for chloroquine (one of the potential treatments for COVID) o… https://t.co/6McM0rwMn2,0
